SAMPLE_ID,SAMPLE_NAME,IGSN,SAMPLE_TYPE,LATITUDE,LONGITUDE,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,ROCK NAME,REFERENCE,METHOD,EXPEDITION ID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,V2O3,V2O5,Fe,Sr87_Sr86,Sr87_Sr86(I),Rb87_Sr86,E_Sr,Nd143_Nd144,Sm147_Nd144,E_Nd,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Hf176_Hf177,Lu176_Hf177,E_Hf,Re187_Os188,Os187_Os188,Os187_Os188(I),Be9,Be10,Be10_Be9,Sr87_Sr86(T),E_Tl,Ar40,Ar40_RG,Ar40_Ar36,Ar40_Ar39,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,CO2,F,Cl,Pa231,U234_U238_ACTIVITY,U238_Th230,U238_Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pa231_U235_ACTIVITY,Pb210,U238_Th230_ACTIVITY,Ag,As,Au,B,Ba,Be,Bi,Ca,Cd,Co,Cr,Cs,Cu,Ga,Ge,Hf,Hg,K,Li,Mo,Na,Nb,Ni,Os,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Th,Ti,Tl,U,V,W,Y,Zn,Zr,DELTA_B11,DELTA_D,DELTA_O18,AB[EM],AN[EM],OR[EM],FO[EM],FA[EM],EN[EM],FS[EM],WO[EM],TEMP,Age,OL[MODE],CPX[MODE],OPX[MODE],PLAG[MODE],OPAQ[MODE],MT[MODE],GM[MODE],VES[MODE],AMPH[MODE],FETI-OX[MODE],HORN[MODE],OX[MODE],PYR,SP[MODE],TI-MT[MODE]
PETDB-2792-FMI 6,FMI 6,,Whole Rock,52.82,-170.05,,,VOLCANIC_ARC,RHYOLITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,69.51,0.67,14.72,,,,,4.0,,0.09,0.91,3.02,,4.2,2.76,0.11,,,,,,,,,,,,,,,,18.886,15.5808,38.4548,,,,,,,,,,,,,,,,9.6,20.1,2.71,11.6,3.05,0.76,3.1,0.52,3.29,0.7,2.11,0.33,2.2,0.36,,,,,,,,,,,,,,,,,,,,,,706.0,,,,,,2.0,3.19,32.0,15.0,,4.19,,,,,,3.71,0.0,,8.7,53.4,,,,13.0,,,135.0,0.29,4.06,,,1.92,66.0,,30.0,57.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-FMI 7,FMI 7,,Whole Rock,52.9,-170.12,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,59.52,0.79,17.19,,,,,6.53,,0.15,3.75,7.14,,3.72,1.1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,14.0,1.95,8.4,2.28,0.75,2.5,0.41,2.58,0.56,1.66,0.25,1.71,0.29,,,,,,,,,,,,,,,,,,,,,,385.0,,,,,,34.0,0.38,24.0,17.0,,2.11,,,,,,2.58,16.0,,5.2,15.4,,,,24.0,,,252.0,0.2,1.24,,,0.58,181.0,,16.7,65.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-FMI 8,FMI 8,,Whole Rock,53.07,-169.95,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,60.37,0.59,17.9,,,,,5.95,,0.17,2.35,6.18,,4.27,1.95,0.29,,,,,,,,,,,,,,,,18.6444,15.5327,38.1544,,,,,,,,,,,,,,,,17.1,32.4,4.05,15.7,3.17,0.96,2.72,0.4,2.41,0.49,1.42,0.22,1.52,0.26,,,,,,,,,,,,,,,,,,,,,,616.0,,,,,,2.0,1.12,19.0,20.0,,2.9,,,,,,8.1,1.0,,6.3,21.6,,,,8.0,,,593.0,0.56,2.67,,,1.04,104.0,,18.0,78.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-GS721B,GS721B,,Whole Rock,52.08,-176.13,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,58.15,0.72,17.32,,,,,7.55,,0.2,3.19,7.47,,3.85,1.38,0.17,,,,,,,,,,,,,,,,18.8591,15.5768,38.4357,,,,,,,,,,,,,,,,7.0,15.0,2.17,9.7,2.66,0.75,2.87,0.46,2.96,0.65,1.92,0.3,2.03,0.34,,,,,,,,,,,,,,,,,,,,,,331.0,,,,,,2.0,1.65,43.0,18.0,,2.06,,,,,,1.43,3.0,,11.3,31.0,,,,22.0,,,376.0,0.1,1.7,,,0.74,208.0,,26.0,89.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-GS723,GS723,,Whole Rock,52.08,-176.13,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,61.4,0.61,17.05,,,,,6.25,,0.17,2.43,6.27,,4.12,1.54,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,22.0,2.57,11.5,3.07,0.83,3.24,0.53,3.35,0.72,2.23,0.34,2.31,0.39,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,2.0,0.67,34.0,17.0,,2.75,,,,,,1.85,2.0,,7.0,32.0,,,,15.0,,,350.0,0.12,2.26,,,1.02,146.0,,27.0,77.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-GS725B,GS725B,,Whole Rock,52.08,-176.13,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",MC-ICP-MS[71964],,52.8,0.95,18.61,,,,,9.0,,0.19,4.21,9.69,,3.18,1.16,0.21,,,,,,,,,,,,,,,,18.8266,15.5691,38.3928,,,,,,,,,,,,,,,,7.6,22.0,2.46,11.2,3.08,0.84,3.26,0.54,3.35,0.71,2.07,0.32,2.06,0.33,,,,,,,,,,,,,,,,,,,,,,407.0,,,,,,6.0,1.23,104.0,19.0,,2.1,,,,,,1.66,11.0,,6.4,26.0,,,,29.0,,,463.0,0.1,1.72,,,0.69,280.0,,26.0,90.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-GS727,GS727,,Whole Rock,52.08,-176.13,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,49.67,0.94,19.63,,,,,9.24,,0.2,5.49,11.12,,2.72,0.83,0.16,,,,,,,,,,,,,,,,18.7405,15.5535,38.2879,,,,,,,,,,,,,,,,5.3,11.6,1.75,8.2,2.25,0.73,2.43,0.39,2.38,0.51,1.48,0.22,1.44,0.24,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,38.0,0.41,109.0,19.0,,1.25,,,,,,1.69,24.0,,2.7,12.0,,,,34.0,,,459.0,0.1,0.92,,,0.4,344.0,,19.0,79.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KAS7-1,KAS7-1,,Whole Rock,52.18,-176.13,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",MC-ICP-MS[71964],,49.45,0.7,15.94,,,,,8.9,,0.17,8.96,12.78,,2.19,0.79,0.13,,,,,,,,,,,,,,,,18.9196,15.586,38.5004,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,308.0,,121.0,15.0,,,,,,,,,76.0,,,11.0,,,,45.0,,,488.0,,,,,,281.0,,15.0,70.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-01,KR01-01,,Whole Rock,52.327,-174.241,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,57.22,0.73,16.58,,,,,7.7,,0.17,4.01,7.61,,3.73,2.06,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,25.0,4.49,19.7,5.03,1.19,4.94,0.84,5.29,1.12,3.1,0.49,3.07,0.5,,,,,,,,,,,,,,,,,,,,,,545.0,,,,,,49.0,2.9,90.0,20.0,,4.67,,,,,,3.73,13.0,,14.1,45.0,,,,31.0,,,382.0,0.24,4.15,,,1.79,190.0,,29.1,78.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-02,KR01-02,,Whole Rock,52.327,-174.241,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,59.89,0.7,16.82,,,,,6.79,,0.16,2.94,5.87,,4.12,2.54,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,39.0,5.27,22.6,5.74,1.17,5.5,0.96,6.04,1.29,3.55,0.56,3.68,0.6,,,,,,,,,,,,,,,,,,,,,,662.0,,,,,,27.0,3.78,68.0,17.0,,5.77,,,,,,4.68,11.0,,17.6,58.0,,,,26.0,,,323.0,0.31,5.41,,,2.32,144.0,,35.0,81.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-04,KR01-04,,Whole Rock,52.327,-174.193,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.06,0.77,17.09,,,,,8.02,,0.17,4.16,8.05,,3.65,1.83,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,28.9,4.13,18.0,4.7,1.18,4.62,0.78,5.0,1.06,2.95,0.45,2.95,0.46,,,,,,,,,,,,,,,,,,,,,,503.0,,,,,,40.0,2.4,91.0,18.0,,4.08,,,,,,3.39,16.0,,12.2,37.9,,,,28.5,,,442.0,0.22,3.59,,,1.53,203.0,,28.0,78.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-06,KR01-06,,Whole Rock,52.356,-174.221,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,53.12,0.85,17.65,,,,,9.01,,0.19,5.09,9.39,,3.22,1.3,0.19,,,,,,,,,,,,,,,,18.7924,15.5597,38.3469,,,,,,,,,,,,,,,,9.4,22.0,3.19,14.6,3.88,1.15,3.97,0.68,4.29,0.88,2.51,0.38,2.38,0.39,,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,45.0,1.41,103.0,18.0,,2.85,,,,,,2.36,18.0,,8.0,23.5,,,,31.6,,,489.0,0.16,2.16,,,0.93,246.0,,22.9,78.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-07,KR01-07,,Whole Rock,52.357,-174.193,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.47,0.85,17.78,,,,,8.24,,0.18,3.53,6.9,,3.84,1.96,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,35.5,5.09,22.6,5.8,1.37,5.72,0.96,5.99,1.27,3.41,0.53,3.33,0.54,,,,,,,,,,,,,,,,,,,,,,564.0,,,,,,14.0,2.78,78.0,18.0,,4.7,,,,,,4.0,12.0,,13.8,45.0,,,,31.0,,,392.0,0.26,4.08,,,1.73,180.0,,34.0,86.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-08,KR01-08,,Whole Rock,52.3538,-174.1737,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,50.38,0.94,19.3,,,,,9.83,,0.19,5.21,9.97,,3.21,0.78,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,16.6,2.49,11.7,3.21,1.13,3.38,0.56,3.4,0.71,1.93,0.28,1.75,0.28,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,20.0,0.66,101.0,20.0,,1.63,,,,,,1.42,18.0,,5.2,13.0,,,,28.0,,,518.0,0.09,1.14,,,0.48,298.0,,19.0,85.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-09,KR01-09,,Whole Rock,52.35585,-174.178,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,63.07,0.62,16.58,,,,,5.72,,0.15,1.74,4.25,,4.63,3.04,0.19,,,,,,,,,,,,,,,,18.8491,15.5763,38.4229,,,,,,,,,,,,,,,,20.4,45.6,6.27,26.6,6.63,1.3,6.37,1.1,7.02,1.49,4.26,0.66,4.33,0.71,,,,,,,,,,,,,,,,,,,,,,768.0,,,,,,3.0,4.69,34.0,20.0,,7.06,,,,,,5.69,2.0,,20.1,71.0,,,,18.0,,,272.0,0.38,6.78,,,2.89,99.0,,41.0,80.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-10,KR01-10,,Whole Rock,52.35585,-174.1737,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,60.5,0.68,16.85,,,,,6.51,,0.15,2.65,5.6,,4.26,2.63,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,38.1,5.21,22.4,5.6,1.23,5.32,0.92,5.92,1.26,3.56,0.56,3.69,0.58,,,,,,,,,,,,,,,,,,,,,,670.0,,,,,,21.0,3.95,52.0,20.0,,5.93,,,,,,4.72,7.0,,18.5,62.0,,,,22.0,,,318.0,0.32,5.63,,,2.38,141.0,,35.0,77.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-11,KR01-11,,Whole Rock,52.35585,-174.162,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,53.41,0.85,17.43,,,,,9.01,,0.18,5.0,9.31,,3.27,1.35,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,22.2,3.26,14.7,3.79,1.14,4.0,0.69,4.4,0.91,2.52,0.38,2.37,0.39,,,,,,,,,,,,,,,,,,,,,,361.0,,,,,,41.0,1.49,109.0,19.0,,2.91,,,,,,2.41,18.0,,8.5,24.7,,,,31.7,,,476.0,0.15,2.31,,,1.01,256.0,,25.0,80.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-13,KR01-13,,Whole Rock,52.35775,-174.219,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,58.49,0.71,17.09,,,,,7.2,,0.17,3.25,6.68,,4.05,2.19,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,42.0,4.73,20.4,5.12,1.24,5.11,0.88,5.55,1.19,3.33,0.52,3.34,0.54,,,,,,,,,,,,,,,,,,,,,,603.0,,,,,,26.0,3.17,73.0,18.0,,4.92,,,,,,4.0,10.0,,15.2,48.4,,,,23.5,,,369.0,0.27,4.69,,,2.0,166.0,,30.5,76.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-14,KR01-14,,Whole Rock,52.3627,-174.219,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.79,0.76,17.0,,,,,7.92,,0.17,3.94,7.57,,3.69,1.97,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,39.0,4.36,19.0,4.93,1.18,4.87,0.82,5.22,1.1,3.11,0.47,3.03,0.49,,,,,,,,,,,,,,,,,,,,,,531.0,,,,,,41.0,2.69,85.0,18.0,,4.34,,,,,,3.57,13.0,,13.4,41.9,,,,26.4,,,408.0,0.23,4.05,,,1.77,197.0,,28.5,79.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-15,KR01-15,,Whole Rock,52.357,-174.214,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,55.46,0.78,17.3,,,,,8.18,,0.17,4.38,8.29,,3.56,1.69,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,46.0,3.85,17.3,4.5,1.13,4.51,0.77,4.89,1.03,2.95,0.44,2.76,0.44,,,,,,,,,,,,,,,,,,,,,,464.0,,,,,,38.0,2.22,93.0,17.0,,3.76,,,,,,2.97,12.0,,11.2,34.9,,,,27.8,,,436.0,0.21,3.11,,,1.35,214.0,,25.8,77.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-16,KR01-16,,Whole Rock,52.373,-174.24,,,VOLCANIC_ARC,DACITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,64.17,0.58,16.42,,,,,5.13,,0.15,1.48,3.77,,4.81,3.31,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,60.0,6.87,29.0,7.19,1.37,6.94,1.19,7.63,1.62,4.75,0.73,4.68,0.78,,,,,,,,,,,,,,,,,,,,,,868.0,,,,,,4.0,5.18,39.0,21.0,,7.57,,,,,,6.05,2.0,,22.0,81.0,,,,21.0,,,266.0,0.42,7.06,,,3.04,85.0,,41.6,81.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-17,KR01-17,,Whole Rock,52.397,-174.228,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.91,0.75,17.16,,,,,7.76,,0.17,3.85,7.52,,3.74,1.96,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,30.4,4.29,18.8,4.79,1.19,4.76,0.82,5.21,1.12,3.14,0.48,3.02,0.48,,,,,,,,,,,,,,,,,,,,,,523.0,,,,,,35.0,2.72,88.0,19.0,,4.31,,,,,,3.47,18.0,,13.2,44.0,,,,25.0,,,412.0,0.23,3.81,,,1.66,198.0,,29.0,76.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-18,KR01-18,,Whole Rock,52.39225,-174.221,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.53,0.75,17.21,,,,,7.8,,0.17,3.99,7.8,,3.68,1.89,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,29.5,4.17,18.3,4.79,1.14,4.79,0.81,5.17,1.06,3.15,0.47,2.97,0.47,,,,,,,,,,,,,,,,,,,,,,505.0,,,,,,32.0,2.57,80.0,17.0,,4.21,,,,,,3.26,12.0,,12.6,40.0,,,,27.0,,,417.0,0.23,3.57,,,1.55,210.0,,29.0,77.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-19,KR01-19,,Whole Rock,52.386,-174.201,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,57.06,0.75,17.04,,,,,7.62,,0.17,3.93,7.49,,3.76,2.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,31.0,4.37,19.0,4.94,1.15,4.83,0.82,5.34,1.14,3.23,0.48,3.06,0.5,,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,38.0,2.85,88.0,20.0,,4.46,,,,,,3.52,14.0,,13.5,43.5,,,,30.0,,,393.0,0.24,3.9,,,1.7,188.0,,28.0,76.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-20,KR01-20,,Whole Rock,52.38475,-174.213,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,53.51,1.01,18.07,,,,,9.51,,0.2,3.93,8.69,,3.73,1.12,0.24,,,,,,,,,,,,,,,,18.8389,15.5733,38.4084,,,,,,,,,,,,,,,,9.5,32.0,3.27,14.9,4.01,1.28,4.13,0.69,4.35,0.92,2.53,0.37,2.28,0.37,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,13.0,1.25,155.0,20.0,,2.37,,,,,,1.88,6.0,,8.7,22.0,,,,32.0,,,469.0,0.13,1.82,,,0.78,277.0,,22.5,88.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-21,KR01-21,,Whole Rock,52.3873,-174.216,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,53.86,1.02,18.23,,,,,8.98,,0.2,3.94,8.66,,3.74,1.13,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,22.1,3.23,14.8,4.09,1.3,4.11,0.69,4.33,0.91,2.55,0.38,2.29,0.37,,,,,,,,,,,,,,,,,,,,,,404.0,,,,,,11.0,1.3,131.0,19.0,,2.37,,,,,,1.93,9.0,,9.4,21.4,,,,39.0,,,461.0,0.13,1.87,,,0.81,286.0,,24.0,90.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-24,KR01-24,,Whole Rock,52.366,-174.178,,,VOLCANIC_ARC,DACITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,64.09,0.59,16.46,,,,,5.16,,0.15,1.47,3.82,,4.78,3.31,0.18,,,,,,,,,,,,,,,,18.8459,15.5742,38.4158,,,,,,,,,,,,,,,,26.2,41.0,8.06,34.3,8.49,1.57,8.17,1.4,8.9,1.92,5.65,0.87,5.6,0.91,,,,,,,,,,,,,,,,,,,,,,860.0,,,,,,3.0,6.22,48.0,18.0,,8.96,,,,,,7.12,3.0,,26.1,94.5,,,,15.0,,,311.0,0.49,8.5,,,3.66,82.0,,48.7,81.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-28,KR01-28,,Whole Rock,52.34485,-174.201,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,58.94,1.11,16.43,,,,,8.03,,0.22,2.46,5.76,,4.56,2.05,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,54.0,6.04,27.6,7.35,1.93,7.56,1.23,7.87,1.63,4.58,0.67,4.15,0.67,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,7.0,3.17,59.0,21.0,,5.0,,,,,,4.18,2.0,,15.5,44.8,,,,26.7,,,392.0,0.28,4.2,,,1.83,144.0,,40.8,108.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-29,KR01-29,,Whole Rock,52.354,-174.19,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.66,0.75,17.07,,,,,7.83,,0.17,3.99,7.7,,3.71,1.93,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,45.0,4.25,18.7,4.87,1.18,4.81,0.82,5.23,1.11,3.11,0.48,3.0,0.49,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,37.0,2.7,94.0,18.0,,4.25,,,,,,3.4,14.0,,12.8,42.0,,,,25.0,,,410.0,0.23,3.81,,,1.65,198.0,,28.0,77.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-30,KR01-30,,Whole Rock,52.36,-174.19,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,54.46,0.87,18.12,,,,,8.77,,0.19,4.34,7.81,,3.61,1.58,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,30.8,4.42,19.7,5.18,1.31,5.18,0.86,5.34,1.13,3.15,0.48,3.0,0.48,,,,,,,,,,,,,,,,,,,,,,509.0,,,,,,17.0,1.79,100.0,20.0,,3.91,,,,,,3.28,15.0,,12.0,36.6,,,,23.6,,,447.0,0.22,3.32,,,1.43,215.0,,28.6,87.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-31,KR01-31,,Whole Rock,52.36,-174.19,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,55.49,0.87,18.72,,,,,8.34,,0.19,3.24,7.14,,3.97,1.71,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,33.4,4.78,21.3,5.43,1.43,5.11,0.85,5.31,1.13,3.13,0.46,2.86,0.46,,,,,,,,,,,,,,,,,,,,,,572.0,,,,,,8.0,2.01,119.0,19.0,,3.85,,,,,,3.38,2.0,,11.8,35.8,,,,18.8,,,536.0,0.22,3.16,,,1.35,186.0,,30.0,94.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-32,KR01-32,,Whole Rock,52.36,-174.183,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,51.13,0.91,19.16,,,,,9.49,,0.19,5.07,9.66,,3.26,0.91,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,30.0,2.99,13.7,3.62,1.22,3.79,0.61,3.8,0.82,2.16,0.33,2.0,0.32,,,,,,,,,,,,,,,,,,,,,,351.0,,,,,,12.0,0.64,112.0,19.0,,1.93,,,,,,1.73,18.0,,5.4,16.0,,,,28.0,,,521.0,0.11,1.53,,,0.65,286.0,,20.0,83.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-33,KR01-33,,Whole Rock,52.361,-174.201,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,55.81,0.86,19.25,,,,,7.68,,0.18,2.78,7.18,,4.22,1.71,0.33,,,,,,,,,,,,,,,,18.8258,15.5701,38.3908,,,,,,,,,,,,,,,,14.8,34.1,4.87,21.8,5.42,1.52,5.4,0.87,5.39,1.12,3.1,0.46,2.91,0.47,,,,,,,,,,,,,,,,,,,,,,589.0,,,,,,9.0,2.02,117.0,20.0,,3.8,,,,,,3.44,6.0,,11.9,36.0,,,,11.0,,,562.0,0.21,3.2,,,1.35,157.0,,28.1,90.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-34,KR01-34,,Whole Rock,52.36,-174.183,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,55.52,0.93,18.3,,,,,8.52,,0.19,3.38,7.04,,4.1,1.69,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,34.4,4.91,22.1,5.62,1.52,5.4,0.89,5.5,1.14,3.2,0.47,3.0,0.48,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,,12.0,1.46,123.0,23.0,,3.77,,,,,,3.38,10.0,,11.2,36.0,,,,24.0,,,486.0,0.21,3.21,,,1.37,195.0,,29.0,91.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-35,KR01-35,,Whole Rock,52.36,-174.079,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,54.08,0.8,17.17,,,,,8.81,,0.18,4.93,9.0,,3.33,1.51,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,44.0,3.53,15.7,4.11,1.08,4.22,0.71,4.48,0.96,2.67,0.4,2.58,0.42,,,,,,,,,,,,,,,,,,,,,,402.0,,,,,,39.0,1.85,101.0,17.0,,3.23,,,,,,2.61,18.0,,9.7,29.8,,,,30.9,,,474.0,0.17,2.77,,,1.21,248.0,,24.2,81.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
