Sample_ID,Material,SiO2,TiO2,Al2O3,FeO,Cr2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,87Sr/86Sr,143Nd/144Nd,epsilon Nd,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,176Hf/177Hf,epsilon Hf,He,3He,4He,3He/4He,4He/3He,3He/4He(R/Ra),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Cr,Cs,Hf,Nb,Ni,Pb,Rb,Sc,Sr,Ta,Th,U,Y,Zr,Age,Latitude,Longitude,Elevation,Depth,Tectonic,Rock,Expedition,Reference,Method,Sample_ID.1,Material.1,Elevation_km
END0026-009-001,WR,,,,,,,,,,,,,0.7,0.51,8.49,18.54,15.47,38.24,0.28,18.39,,,,,,,,,,,,,,,,,,,,,129.4,,0.08,,,,,6.61,,171.6,,,,,,,71.64,-3.06,-2220,2220,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989",FPHOT; AAS; XRF; TITR; MS; MS-ID,END0026-009-001,WR,-2.22
END0026-008-002G,GL,,,,,,,,,,,,,0.7,0.51,7.92,18.6,15.5,38.39,,,,,,,,,,,,26.02,6.66,,,,,,,,,,,,,,,,1.47,23,,181.1,,2.33,0.61,,,,71.53,-3.94,-2925,2925,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"SCHILLING, 1999",MS; ICPMS-ID,END0026-008-002G,GL,-2.925
END0026-008-001,WR,,,,,,,,,,,,,0.7,0.51,8.23,18.58,15.47,38.3,0.28,20.44,,,,,,,,,,,,,,,,,,,,,296.8,,0.28,,,,,22,,185.5,,,,,,,71.53,-3.94,-2925,2925,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989",FPHOT; AAS; XRF; TITR; MS; MS-ID,END0026-008-001,WR,-2.925
END0026-001-002,WR,,,,,,,,,,,,,,0.51,5.56,18.82,15.5,38.6,0.28,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.48,-8.63,-1675,1675,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MC-ICP-MS,END0026-001-002,WR,-1.675
END0026-001-001,WR,,,,,,,,,,,,,0.7,0.51,6.53,18.83,15.5,38.6,0.28,11.88,,,,,,,,,,,8.42,,,,,,,,,,1088.7,,0.71,7.79,117.28,,3.08,43.6,,724.8,,6.36,1.79,30.8,332.2,,71.48,-8.63,-1675,1675,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-001-001,WR,-1.675
END0026-007-001,WR,,,,,,,,,,,,,0.7,0.51,7.33,18.68,15.49,38.42,0.28,17.97,,,,,,,,,,,,,,,,,,,,,119.4,,,,,,,4.37,,164.2,,,,,,,71.43,-4.79,-2488,2488,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989",FPHOT; AAS; XRF; TITR; MS; MS-ID,END0026-007-001,WR,-2.488
END0026-007-002,WR,,,,,,,,,,,,,0.7,0.51,4.53,18.83,15.51,38.6,0.28,11,,,,,,,,,,,8.3,,,,,,,,,,1116.1,,0.68,6.76,109.55,,3.11,63.8,,798.5,,6.54,1.79,29.5,298.3,,71.43,-4.79,-2488,2488,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-007-002,WR,-2.488
END0026-002-001,WR,,,,,,,,,,,,,0.7,0.51,5.31,18.85,15.5,38.62,0.28,10.11,,,,,,,,,,,9.5,,,,,,,,,,924.3,,0.59,6.79,102.6,,3.24,69.4,,806.7,,6.66,1.73,31.4,283.7,,71.41,-7.49,-890,890,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; ANDRES, 2004; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-002-001,WR,-0.89
TRI0139-027-002,GL,,,,,,,,,,,,,0.7,0.51,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,256.5,,0.23,,,,,19.4,,164.6,,,,,,,71.33,-12.64,-1205,1205,SPREADING_CENTER, ,TR139 ,"WAGGONER, 1989",EMP; CALC; MS; MS-ID,TRI0139-027-002,GL,-1.205
END0026-006-001,WR,,,,,,,,,,,,,0.7,0.51,6.42,18.77,15.49,38.5,0.28,16.3,,,,,,,,,,,4.45,,,,,,,,,,562.3,,0.47,3.04,61.98,,1.49,23.4,,510.1,,3.59,0.82,20.5,129.6,,71.33,-5.43,-1725,1725,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-006-001,WR,-1.725
END0026-004-001,WR,,,,,,,,,,,,,0.7,0.51,4.35,18.82,15.51,38.61,0.28,11.07,,,,,,,,,,,,,,,,,,,,,847.9,,0.54,,,,,64,,645.6,,,,,,,71.26,-6.48,-690,690,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS; MS-ID; MC-ICP-MS,END0026-004-001,WR,-0.69
END0026-004-002,WR,,,,,,,,,,,,,0.7,0.51,6.32,18.83,15.51,38.61,0.28,11.99,,,,,,,,,,,,,,,,,,,,,1071.3,,0.68,,,,,52.9,,789.9,,,,,,,71.26,-6.48,-690,690,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS; MS-ID; MC-ICP-MS,END0026-004-002,WR,-0.69
END0026-004-003,WR,,,,,,,,,,,,,0.7,0.51,5.52,18.82,15.5,38.58,0.28,11.6,,,,,,,,,,,7.4,,,,,,,,,,808.3,,0.45,5.73,83.54,,2.49,48.71,,639.5,,4.68,1.23,27.4,239.8,,71.26,-6.48,-690,690,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-004-003,WR,-0.69
END0026-005-002,WR,,,,,,,,,,,,,0.7,0.51,5.46,18.8,15.51,38.59,0.28,10.68,,,,,,,,,,,,,,,,,,,,,1120,,0.52,,,,,59.2,,758.5,,,,,,,71.24,-5.78,-750,750,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS; MS-ID; MC-ICP-MS,END0026-005-002,WR,-0.75
END0026-005-003,WR,,,,,,,,,,,,,0.7,0.51,6.42,18.96,15.51,38.7,0.28,13.69,,,,,,,,,,,,,,,,,,,,,566.1,,,,,,,18,,508.8,,,,,,,71.24,-5.78,-750,750,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS; MS-ID; MC-ICP-MS,END0026-005-003,WR,-0.75
END0026-005-001,WR,,,,,,,,,,,,,0.7,0.51,6.5,18.89,15.5,38.61,0.28,14.64,,,,,,,,,,,5.54,,,,,,,,,,485,,0.31,4.11,61.85,,1.39,29.8,,409,,3.34,0.86,29,186.3,,71.24,-5.78,-750,750,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-005-001,WR,-0.75
END0026-003-002,WR,,,,,,,,,,,,,0.7,0.51,6.14,18.86,15.51,38.62,0.28,12.06,,,,,,,,,,,7.61,,,,,,,,,,774.9,,,5.5,83.21,,2.59,41.64,,689.1,,5.09,1.35,26.8,230.3,,71.19,-7.09,-1100,1100,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN026 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",FPHOT; AAS; XRF; TITR; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,END0026-003-002,WR,-1.1
AKU0015-1351-001A,GL,,,,,,,,,,,,,0.7,0.51,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,106.1,,0.08,,,,,6.65,,128.2,,,,,,,71.06,-12.97,-400,400,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AK15 ,"WAGGONER, 1989",EMP; CALC; MS; MS-ID,AKU0015-1351-001A,GL,-0.4
POLARK7-1-21861-003,WR,,,,,,,,,,,,,0.7,0.51,6.5,18.98,15.55,38.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.94,-13.02,-38,38,OFF-AXIS_SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21861-003,WR,-0.038
AKU0015-1350-001B,WR,,,,,,,,,,,,,0.7,0.51,10.79,18.05,15.44,37.62,0.28,18.42,,,,,,,,,,6.07,2.5,,,,,,,,,,12,,0.07,1.75,1.64,,0.31,2.42,,75.5,,0.1,0.04,32.9,64.6,,70.66,-14.31,-1000,1000,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AK15 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,AKU0015-1350-001B,WR,-1
POLARK7-1-21856-003,GL,,,,,,,,,,,,,0.7,0.51,9.64,18,15.43,37.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.62,-14.53,-1001,1001,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21856-003,GL,-1.001
POLARK7-1-21854,GL,,,,,,,,,,,,,0.7,0.51,10.32,18.04,15.44,37.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.44,-14.81,-1169,1169,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21854,GL,-1.169
AKU0015-1349-001B,WR,,,,,,,,,,,,,0.7,0.51,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,,0.02,,,,,1.28,,100.3,,,,,,,70.36,-15.42,-925,925,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AK15 ,"WAGGONER, 1989",WET; MS; MS-ID,AKU0015-1349-001B,WR,-0.925
AKU0015-1349-001A,WR,,,,,,,,,,,,,0.7,0.51,9.21,18.26,15.48,37.84,0.28,15.31,,,,,,,,,,5.26,1.82,,,,,,,,,,29.9,,0.03,1.25,3.28,,0.35,1.81,,103.7,,0.22,0.14,20.7,46.6,,70.36,-15.42,-925,925,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AK15 ,"WAGGONER, 1989; SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS-ID; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,AKU0015-1349-001A,WR,-0.925
POLARK7-1-21853-002,GL,,,,,,,,,,,,,0.7,0.51,9.99,18.22,15.48,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.33,-15.4,-925,925,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21853-002,GL,-0.925
LYN1973-007,GL,,,,,,,,,,,,,0.7,0.51,10.36,18.34,15.5,37.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,0.07,0.03,,,,70.17,-15.26,-1097,1097,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",LYNCH 1973 ,"ITO, 1987; WHITE, 1993",MS; MS-ID,LYN1973-007,GL,-1.097
POLARK7-1-21850,GL,,,,,,,,,,,,,0.7,,,18,15.44,37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.12,-15.3,-1346,1346,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21850,GL,-1.346
POLARK7-1-21848,GL,,,,,,,,,,,,,0.7,0.51,10.05,18.01,15.45,37.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.81,-15.7,-1116,1116,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21848,GL,-1.116
POLARK7-1-21847,GL,,,,,,,,,,,,,0.7,0.51,9.05,18.01,15.44,37.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66,-15.54,-983,983,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21847,GL,-0.983
POLARK7-1-21844,GL,,,,,,,,,,,,,0.7,0.51,10.05,17.98,15.42,37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.47,-15.99,-1226,1226,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK VII-1,"MERTZ, 1997",MS,POLARK7-1-21844,GL,-1.226
POS0158-445-001,GL,,,,,,,,,,,,,0.7,0.51,10.85,18,15.44,37.64,,,,,,,,,,,,8.24,2.81,,,,,,,,,,,,,,,,,2.13,,93.3,,,,,,,68.36,-17.96,-720,720,SPREADING_CENTER, ,POS158 ,"MERTZ, 1991",MS; MS-ID,POS0158-445-001,GL,-0.72
POS0158-447-001,GL,,,,,,,,,,,,,0.7,0.51,10.57,17.98,15.42,37.61,,,,,,,,,,,,4.99,1.84,,,,,,,,,,,,,,,,0.21,1.05,,77.5,,,,,,,68.23,-18.18,-590,590,SPREADING_CENTER, ,POS158 ,"MERTZ, 1991",MS; MS-ID,POS0158-447-001,GL,-0.59
POS0158-404-001,GL,,,,,,,,,,,,,0.7,0.51,10.77,17.95,15.42,37.61,,,,,,,,,,,,4.24,1.64,,,,,,,,,,,,,,,,0.16,1.07,,68.4,,,,,,,67.98,-18.31,-740,740,SPREADING_CENTER, ,POS158 ,"MERTZ, 1991",MS; MS-ID,POS0158-404-001,GL,-0.74
POS0158-002-002,GL,,,,,,,,,,,,,,,,17.96,15.43,37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,0.1,0.03,,,,67.93,-18.36,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",POS158 ,"MERTZ, 1991",MS; MS-ID,POS0158-002-002,GL,
POS0158-458-001,GL,,,,,,,,,,,,,0.7,0.51,10.12,18.01,15.42,37.66,,,,,,,,,,,,7.38,2.63,,,,,,,,,,,,,,,,0.29,1.87,,74.6,,,,,,,67.47,-18.57,-350,350,SPREADING_CENTER, ,POS158 ,"MERTZ, 1991",MS; MS-ID,POS0158-458-001,GL,-0.35
POLARK5-035-001,GL,,,,,,,,,,,,,,,,,,,0.28,18.81,,,,,,,,,,3.75,1.59,,,,,,,,,0.37,,,,0.98,,,,,,,,,,,,,67.17,-18.72,-275,275,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARK V/1B ,"SALTERS, 1996",MS; MS-ID,POLARK5-035-001,GL,-0.275
*KOLBEINSEY_ROCK,WR,,,,,,,,,,,,,0.7,0.51,10.51,18,15.45,37.7,,,,,,,,,,,,2.67,1.21,,,,,,,,,,,,,,,,0.11,0.43,,66.5,,0.04,0.02,,,,67.16,-18.67,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",UNKNOWN ,"SCHILLING, 1999",MS; ICPMS-ID,*KOLBEINSEY_ROCK,WR,
*KOLB-1A,WR,,,,,,,,,,,,,,,,17.99,15.45,37.68,0.28,18.25,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,67.16,-18.67,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",UNKNOWN ,"BLICHERT-TOFT, 2005",WET; HR-ICP-MS; MC-ICP-MS,*KOLB-1A,WR,
GEO1988-900-001,WR,,,,,,,,,,,,,0.7,0.51,9.42,17.91,15.44,37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.09,-18.71,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",GEO90000 ,"MERTZ, 1991",MS,GEO1988-900-001,WR,
POLARK5-037-001,GL,,,,,,,,,,,,,0.7,0.51,8.43,17.99,15.43,37.65,0.28,18.99,,,,,,,,,,3.69,1.64,,,,,,,,,0.37,,,,0.94,,,0.11,0.53,,47.9,,0.05,0.02,,,,67.08,-18.75,-170,170,SPREADING_CENTER, ,ARK V/1B ,"MERTZ, 1991; SALTERS, 1996",MS; MS-ID,POLARK5-037-001,GL,-0.17
TRI0139-010-001,GL,,,,,,,,,,,,,0.7,0.51,9.6,18,15.44,37.68,0.28,19.03,,,,,,,,,,,,,,,,,,,,0.37,,,,1.22,,,,,,,,,,,,,67.04,-18.48,-74,74,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR139 ,"BLICHERT-TOFT, 2005",HR-ICP-MS; MC-ICP-MS,TRI0139-010-001,GL,-0.074
TRI0139-011-002,WR,,,,,,,,,,,,,0.7,0.51,9.34,17.97,15.44,37.63,0.28,18.67,,,,,,,,,,,1.25,,,,,,,,,,,,,1.2,1.47,,0.19,0.98,,84.1,,0.08,0.05,19,47.6,,67.03,-18.43,-95,95,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR139 ,"SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,TRI0139-011-002,WR,-0.095
TRI0139-003-002A,WR,,,,,,,,,,,,,0.7,0.51,10.16,18.15,15.43,37.7,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,0.28,,0.1,0.08,,65.1,,0.02,0.01,14.1,26.4,,66.81,-18.15,-192,192,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR139 ,"SCHILLING, 1999; HANAN, 2000",WET; MS; ICPMS-ID; HR-ICP-MS,TRI0139-003-002A,WR,-0.192
TRI0139-009-002A,WR,,,,,,,,,,,,,0.7,0.51,8.08,17.98,15.44,37.67,0.28,15.45,,,,,,,,,,,1.16,,,,,,,,,,,,,0.92,0.81,,0.37,0.56,,91.8,,0.05,0.06,16,34.5,,66.64,-17.78,-195,195,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR139 ,"SCHILLING, 1999; HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS; ICPMS-ID; HR-ICP-MS; MC-ICP-MS,TRI0139-009-002A,WR,-0.195
*GRIMSEY_IC-247,WR,,,,,,,,,,,,,0.7,0.51,8.49,18.01,15.4,37.56,,,,,,,,,,,,8.76,3.13,,,,,,,,,,,,,,,,0.41,2.3,,107.3,,0.22,0.06,,,,66.54,-18.02,40,-40,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",UNKNOWN ,"SCHILLING, 1999",MS; ICPMS-ID,*GRIMSEY_IC-247,WR,0.04
*IC-247,WR,,,,,,,,,,,,,,,,,,,0.28,17.51,,,,,,,,,,,,,,,,,,,,0.56,,,,2.39,,,,,,,,,,,,,66.54,-18.02,40,-40,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",UNKNOWN ,"BLICHERT-TOFT, 2005",HR-ICP-MS; MC-ICP-MS,*IC-247,WR,0.04
END0139-001-001,GL,,,,,,,,,,,,,,,,17.97,15.44,37.64,0.28,16.59,,,,,,,,,,,,,,,,,,,,0.34,,,,1.09,,,,,,,,,,,,,66.51,-17.34,-72,72,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR139 ,"BLICHERT-TOFT, 2005",HR-ICP-MS; MC-ICP-MS,END0139-001-001,GL,-0.072
*IC-246,WR,,,,,,,,,,,,,,,,,,,0.28,14.61,,,,,,,,,,,,,,,,,,,,0.49,,,,4.43,,,,,,,,,,,,,66.3,-17.12,1,-1,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",UNKNOWN ,"BLICHERT-TOFT, 2005",HR-ICP-MS; MC-ICP-MS,*IC-246,WR,0.001
*LAGEY_IC-246,WR,,,,,,,,,,,,,0.7,0.51,7.37,18.48,15.46,38.17,,,,,,,,,,,,15.88,4.62,,,,,,,,,,,,,,,,0.85,7.47,,204.2,,1.01,0.31,,,,66.3,-17.12,1,-1,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",UNKNOWN ,"SCHILLING, 1999",MS; ICPMS-ID,*LAGEY_IC-246,WR,0.001
*HAEY_IC-244-1G,GL,,,,,,,,,,,,,0.7,0.51,7.88,18.46,15.44,38.12,,,,,,,,,,,,19.09,5.46,,,,,,,,,,,,,,,,0.84,6.85,,202,,0.99,0.29,,,,66.29,-17.11,25,-25,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",UNKNOWN ,"SCHILLING, 1999",MS; ICPMS-ID,*HAEY_IC-244-1G,GL,0.025
*HAEY_IC-244-2,WR,,,,,,,,,,,,,0.7,0.51,7.49,18.48,15.47,38.2,0.28,15.07,,,,,,,,,,19.34,5.35,,,,,,,,,,,,,,,,0.83,6.55,,202.6,,0.98,0.28,,,,66.29,-17.11,25,-25,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",UNKNOWN ,"SCHILLING, 1999; ANDRES, 2004",MS; ICPMS-ID; MC-ICP-MS,*HAEY_IC-244-2,WR,0.025
TRI0101-015-005,WR,,,,,,,,,,,,,,0.51,8.51,18.69,15.49,38.3,0.28,16.06,,,,,,,,,,,3.08,,,,,,,,,,,,,2.41,7.97,,,,,,,,,29.9,86.2,,63.58,-23.7,-83,83,SPREADING_CENTER, ,TR101 ,"HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0101-015-005,WR,-0.083
TRI0101-017-001,WR,,,,,,,,,,,,,,0.51,8.11,18.7,15.49,38.3,0.28,15.88,,,,,,,,,,,2.9,,,,,,,,,,,,,2.53,8.91,,,,,,,,,27.3,91.6,,63.47,-23.85,-40,40,SPREADING_CENTER, ,TR101 ,"HANAN, 2000; BLICHERT-TOFT, 2005",WET; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0101-017-001,WR,-0.04
TRI0101-018-001,WR,,,,,,,,,,,,,,0.51,8.21,18.69,15.49,38.29,0.28,15.77,,,,,,,,,,,3.84,,,,,,,,,,,,,2.87,10.02,,,,,,,,,33.7,102.5,,63.47,-23.85,-40,40,SPREADING_CENTER, ,TR101 ,"HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0101-018-001,WR,-0.04
TRI0101-016-004,WR,,,,,,,,,,,,,,0.51,8.51,18.66,15.49,38.26,0.28,16.97,,,,,,,,,,,2.73,,,,,,,,,,,,,1.99,6.58,,,,,,,,,27.3,71.9,,63.47,-23.87,-55,55,SPREADING_CENTER, ,TR101 ,"HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0101-016-004,WR,-0.055
END0101-001-002,GL,,,,,,,,,,,,,,0.51,8.56,18.66,15.52,38.29,0.28,18.57,,,,,,,,,,,,,,,,,,,,0.49,,,,2.33,,,,,,,,,,,,,62.59,-25.46,-615,615,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR101 ,"BLICHERT-TOFT, 2005",HR-ICP-MS; MC-ICP-MS,END0101-001-002,GL,-0.615
TRI0101-030-010,GL,,,,,,,,,,,,,0.7,0.51,9.93,18.38,15.47,37.97,0.28,18.35,,,,,,,,,,,,,,,,,,,,0.45,,,,1.59,,,,,,,,,,,,,61.1,-27.9,-760,760,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR101 ,"BLICHERT-TOFT, 2005",HR-ICP-MS; MC-ICP-MS,TRI0101-030-010,GL,-0.76
TRI0101-029-005,WR,,,,,,,,,,,,,,0.51,10.55,18.31,15.45,37.86,0.28,17.89,,,,,,,,,,,2.18,,,,,,,,,,,,,1.65,1.8,,,,,,,,,28.2,53.3,,61.1,-27.88,-765,765,SPREADING_CENTER, ,TR101 ,"HANAN, 2000; BLICHERT-TOFT, 2005",WET; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0101-029-005,WR,-0.765
TRI0101-031-009C,WR,,,,,,,,,,,,,,0.51,10.03,18.18,15.43,36.98,0.28,23.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.73,-28.42,-705,705,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR101 ,"SALTERS, 1991; SALTERS, 1998",MS; MS-ID,TRI0101-031-009C,WR,-0.705
TRI0041-022-001,WR,,,,,,,,,,,,,,0.51,9.83,18.25,15.44,37.81,0.28,17.82,,,,,,,,,,,2.21,,,,,,,,,,,,,1.57,1.02,,,,,,,,,,51.8,,60.02,-29.48,-920,920,SPREADING_CENTER, ,TR041 ,"HANAN, 2000; ANDRES, 2004; BLICHERT-TOFT, 2005",WET; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0041-022-001,WR,-0.92
DAR0080-075-0010,WR,,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.84,-31.02,-1125,1125,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"HILTON, 2000",MS,DAR0080-075-0010,WR,-1.125
DAR0080-004-185,WR,,,,,,,,,,,,,,0.51,8.23,,,,0.28,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77,-32.69,-1650,1650,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"NOWELL, 1998",MS,DAR0080-004-185,WR,-1.65
DAR0080-206,WR,,,,,,,,,,,,,,,,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.74,-32.69,-1575,1575,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"HILTON, 2000",MS,DAR0080-206,WR,-1.575
TRI0100-026-010,WR,,,,,,,,,,,,,0.7,0.51,10.42,18.01,15.47,37.66,0.28,19.34,,,,,,,,,,,2.17,,,,,,,,,,,,,1.6,0.96,,,,,,,,,26.6,51.2,,57.68,-32.57,-1380,1380,SPREADING_CENTER, ,TR100 ,"HANAN, 2000; BLICHERT-TOFT, 2005",WET; MS; MS-ID; HR-ICP-MS; MC-ICP-MS,TRI0100-026-010,WR,-1.38
DAR0080-003-014,WR,,,,,,,,,,,,,,0.51,8.88,,,,0.28,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.52,-32.9,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"NOWELL, 1998",MS,DAR0080-003-014,WR,
