Sample_ID,Material,SiO2,TiO2,Al2O3,FeO,Cr2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,87Sr/86Sr,143Nd/144Nd,epsilon Nd,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,176Hf/177Hf,epsilon Hf,He,3He,4He,3He/4He,4He/3He,3He/4He(R/Ra),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Cr,Cs,Hf,Nb,Ni,Pb,Rb,Sc,Sr,Ta,Th,U,Y,Zr,Age,Latitude,Longitude,Elevation,Depth,Tectonic,Rock,Expedition,Reference,Method,Sample_ID.1,Material.1,Elevation_km
MET41/2-138-001,GL,48.83,1.66,15.99,9.43,,0.16,8.06,11.57,2.42,0.39,0.36,,0.7,0.51,8.9,19.35,15.6,38.91,0.28,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.87,-13.43,-3451,3451,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 41/2 ,"PAULICK, 2010; MOELLER, 2002",TIMS; MC-ICP-MS; EMP,MET41/2-138-001,GL,-3.451
MET41/2-143-002,GL,48.84,0.92,16.18,10.64,,0.21,8.71,12.09,2.18,0.05,0.23,,0.7,0.51,11.72,,,,0.28,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.05,-13.42,-3457,3457,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 41/2 ,"PAULICK, 2010; MOELLER, 2002",TIMS; MC-ICP-MS; EMP,MET41/2-143-002,GL,-3.457
MOA8801-016-012,GL,48.85,1.57,16.48,,0.02,0.16,8.24,11.03,3.03,0.2,0.23,,0.7,0.51,8.31,18.79,15.5,38.28,0.28,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.16,127.58,-3500,3500,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",MW8801 ,"PYLE, 1992; PYLE, 1994; DANYUSHEVSKY, 2000; HANAN, 2004",,MOA8801-016-012,GL,-3.5
MELWEST-060-002,GL,48.86,1.06,17.25,10.42,,,8.63,10.59,2.73,0.02,0.08,,0.7,0.51,6.81,18.51,15.54,37.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.43,-119.35,-3250,3250,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",WEST03MV ,"CASTILLO, 1998; MELSON, 2003",MS; EMP,MELWEST-060-002,GL,-3.25
TULCUR1-021-004,WR,48.86,1.73,16.81,9.29,,0.15,7.29,11.57,2.74,0.23,0.21,,0.7,0.51,9.21,18.88,15.49,38.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.49,-129.04,-2940,2940,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CUROSS1 ,"COUSENS, 1995",EMP; MS,TULCUR1-021-004,WR,-2.94
DAR0080-179-003,WR,48.87,1.25,14.44,12.28,,0.19,8.48,12.16,1.95,0.15,0.12,-0.68,0.7,0.51,8.35,18.66,,,,,,,,,,,4.51,11.04,1.56,7.86,2.35,0.89,3.17,0.59,3.92,0.86,2.45,0.34,2.34,0.34,40.21,,0.04,1.74,6.59,,0.36,2.8,,133.78,0.41,0.34,0.12,23.06,65.2,,62.69,-25.3,-500,500,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"HILTON, 2000; MURTON, 2002",MS; XRF; ICPMS; ICPMS-ID; IGN,DAR0080-179-003,WR,-0.5
TULCUR2-027-003,GL,48.89,2.17,16.27,9.91,,0.13,7.66,10.53,3.03,0.6,0.31,,0.7,0.51,8.82,18.87,15.51,38.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19,-129.12,-2690,2690,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CUROSS2 ,"COUSENS, 1995",EMP; MS,TULCUR2-027-003,GL,-2.69
EWI0004-079-001,GL,48.89,1,16.68,9.72,,0.19,8.85,12.04,2.46,0.04,0.07,,,,,,,,,,,,,,112309.07,6.36,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,2.1,-96.72,-3136,3136,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW0004 ,"CUSHMAN, 2004; GRAHAM, 2007",EMP; MS,EWI0004-079-001,GL,-3.136
EWI9309-027-001,GL,48.9,0.99,16.79,10.42,,0.16,8.98,11.83,2.57,0.05,0.08,,0.7,0.51,4.66,18.26,15.54,38.25,,,,,,,,,2.51,7.38,,7.55,2.56,0.97,4.21,,4.46,,2.82,,2.88,,7.29,,,,1.08,133,,0.53,45,103,,0.12,,26,65,,-47.11,-13.4,-3081,3081,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; LE ROUX, 2001",MS; EMP; LA-ICPMS,EWI9309-027-001,GL,-3.081
END0113-013-001,GL,48.91,1.5,17.11,8.7,,0.04,8.15,11.75,3.54,,0.17,,0.7,0.51,9.15,18.4,15.5,37.82,0.28,13.26,,,,,,,1.67,8.19,,8.84,3.18,,,,,,,,,,,,,2.37,,,0.38,0.1,,120.6,,0.03,0.01,,,,-24.86,-112.45,-2948,2948,SPREADING_CENTER, ,EN113 ,"HANAN, 1989; SCHILLING, 1985; FONTIGNIE, 1991; KINGSLEY, 2007; KINGSLEY, 2002",MS; EMP; MC-ICP-MS; HR-ICP-MS; MS-ID; ICPMS,END0113-013-001,GL,-2.948
HLY0102-027-029,GL,48.91,,,,,,9.06,,,0.07,,,0.7,0.51,9.46,18.1,15.44,37.78,,,,,,,,,1.51,,,6.05,,,,,,,,,,,6.9,,,,,,,0.57,,106,,0.08,0.02,,,,84.48,2.78,-4033,4033,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",HEALY 0102 ,"GOLDSTEIN, 2008",TIMS; EMP; ICPMS,HLY0102-027-029,GL,-4.033
ALV2430-001,GL,49,1.46,15.8,10.6,,0.17,7.91,12.1,2.54,0.06,0.13,,,,,,,,,,,,,,90991.81,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.13,-130.17,-2430,2430,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 2430 ,"LUPTON, 1993; SMITH, 1994",MS; XRF,ALV2430-001,GL,-2.43
CHRRI88-029-101,WR,49,0.88,18.56,7.61,,0.12,7.14,13.18,2.51,0.09,0.08,-0.53,0.7,0.51,10.07,18.41,15.5,37.91,,,,,,,,,,,,5.65,1.97,,,,,,,,,,,,,,,,,0.63,,132.8,,,,,,,21.65,-45.25,-3060,3060,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RIDELENTE ,"DOSSO, 1993",NN; IGN; MS; MS-ID,CHRRI88-029-101,WR,-3.06
CHRRI88-027-101,WR,49,1.14,15.8,9.63,,0.15,8.95,11.98,2.35,0.09,0.1,-0.4,0.7,0.51,10.09,18.27,15.48,37.72,,,,,,,,,,,,6.64,2.49,,,,,,,,,,,,,,,,,0.66,,93.5,,,,,,,20,-45.7,-4420,4420,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RIDELENTE ,"DOSSO, 1993",NN; IGN; MS; MS-ID,CHRRI88-027-101,WR,-4.42
VEM0033-1-001-002,GL,49,2.02,15.43,,,0.18,8.69,10.39,2.95,0.3,0.29,,0.7,0.51,9.46,18.81,15.5,38.26,0.28,10.89,,,,,,,,,,16.01,4.64,,,,,,,,,0.63,,,,4.15,,,,2.62,,233,,,,,,,-50.41,131.01,-3091,3091,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",V3301 ,"KLEIN, 1988; KLEIN, 1991; CHRISTIE, 1986; WALLACE, 1992; SALTERS, 1996; MELSON, 2003",,VEM0033-1-001-002,GL,-3.091
AII0127-1-017-003,GL,49.04,1.28,16.1,7.66,,,8.46,14.04,2.42,,,,0.7,0.51,6.89,19.14,15.59,38.78,,,,,,,,,16.7,32.6,3.96,16.2,3.55,1.19,4.12,0.64,3.79,0.76,2.04,,1.94,0.31,244,,0.24,2.31,28,,0.84,18.8,,295,1.48,1.97,0.55,19,85,,37.84,-31.52,-1009,1009,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"BOURDON, 1996; YI, 2000",EMP; MS-ID; ICPMS,AII0127-1-017-003,GL,-1.009
REVDR04-023-E,GL,49.06,1.32,14.66,10.68,,0.2,7.67,12.85,2.93,0.06,0.07,,,,,,,,,,,,,,87214.37,8.19,3.03,8.68,1.58,8.8,3.33,1.26,4.59,0.87,5.68,1.26,3.62,0.54,3.35,0.5,25,223,,2.19,1.78,89.6,1.97,0.82,57,119,0.11,0.14,0.13,34.9,81.1,,0.49,-89.83,-2257,2257,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DRIFT04 ,"HARPP, 2003",EMP; ICPMS,REVDR04-023-E,GL,-2.257
CHR0098-016,WR,49.06,1.44,16.7,9.86,,0.16,8.1,11.72,2.73,0.15,0.15,,,0.51,10.36,18.35,15.48,37.81,0.28,14.15,,,,,,,2.9,9.19,1.62,8.96,3.2,1.18,4.56,0.77,5.21,1.09,3.24,0.45,2.98,0.44,7.28,,,,,,0.35,1.26,,115,,,,27.6,88.3,,25.27,-45.33,-2760,2760,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH98 (MAPCO) ,"DEBAILLE, 2006",MC-ICP-MS; ICPMS; ICPAES,CHR0098-016,WR,-2.76
EWI0004-004-001,GL,49.08,1.47,15.51,10.16,,0.2,8.04,12.21,2.5,0.12,0.14,,,,,,,,,,,,,,91575.09,7.8,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,1.89,-91.06,-1962,1962,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW0004 ,"CUSHMAN, 2004; GRAHAM, 2007",EMP; MS,EWI0004-004-001,GL,-1.962
REVDR04-023-H,GL,49.09,1.33,14.51,10.7,,0.2,7.65,12.81,2.93,0.06,0.07,,,,,,,,,,,,,,87427.87,8.17,2.05,6.95,1.36,7.72,3.02,1.16,4.16,0.78,5.19,1.15,3.28,0.49,3.03,0.45,7.72,201,,1.98,1.39,55.2,0.27,0.66,51.5,102,0.09,0.09,0.02,31.6,71.7,,0.49,-89.83,-2257,2257,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DRIFT04 ,"HARPP, 2003",EMP; ICPMS,REVDR04-023-H,GL,-2.257
MET41/2-195-001,GL,49.09,1.13,15.56,9.52,,0.21,8.28,12.12,2.45,0.1,0.25,,0.7,0.51,11.18,18.44,15.52,38.06,0.28,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.13,-13.2,-3091,3091,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 41/2 ,"PAULICK, 2010; MOELLER, 2002",TIMS; MC-ICP-MS; EMP,MET41/2-195-001,GL,-3.091
MELPROT-5-041-049,WR,49.09,1.12,15.32,9.908799604,,0.22,9.1,11.15,2.43,0.22,0.11,1,0.7,0.51,6.96,18.06,15.5,38.11,0.28,15.24,,,,,,,4.32,10.5,1.58,7.93,2.64,0.99,3.77,0.67,4.47,0.95,2.75,0.42,2.62,0.4,48.6,,0.05,1.83,5.45,,0.43,4.42,,,,0.48,0.14,27.9,,,-38.66,46.63,-1650,1650,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PROTEA-5,"LE ROEX, 1989; JANNEY, 2005",,MELPROT-5-041-049,WR,-1.65
ATAPACA2-038-001,WR,49.1,1.42,15.7,10.8,,0.18,8.35,11.7,2.67,0.08,0.14,-0.43,0.7,0.51,9.17,18.67,15.53,38.04,0.28,12.49,,,,,100773,7.2,3.14,10.16,1.74,9.64,3.34,1.29,4.41,0.82,5.41,1.17,3.37,,3.24,0.46,7.4,,,2.4,2.32,,0.61,,,131,0.19,0.13,0.12,33,91,,-41.8,-111.27,-2475,2475,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC2 ,"HAMELIN, 2010; HAMELIN, 2011; MOREIRA, 2008",ICPAES; IGN; ICPMS; TIMS,ATAPACA2-038-001,WR,-2.475
CHRRI88-031-101,WR,49.1,1.78,15.1,11.5,,0.17,7.45,10.9,2.92,0.14,0.17,-0.45,0.7,0.51,9.99,18.21,15.48,37.67,,,,,,,,,,,,11.98,4.11,,,,,,,,,,,,,,,,,0.48,,129.6,,,,,,,23.22,-44.97,-3660,3660,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RIDELENTE ,"DOSSO, 1993",NN; IGN; MS; MS-ID,CHRRI88-031-101,WR,-3.66
POL0059-199-1-007-04,GL,49.11,,,,,,8.9,,,0.14,,,0.7,0.51,9.5,18.19,15.45,37.86,,,,,,,,,3.16,,,8.05,,,,,,,,,,,31,,,,,,,2.66,,137,,0.25,0.07,,,,85.57,16.17,-4666,4666,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",HEALY 0102 ,"GOLDSTEIN, 2008",TIMS; EMP; ICPMS,POL0059-199-1-007-04,GL,-4.666
ATAPACA-015-001,WR,49.13,1.03,19.92,6.99,,0.13,6.68,13.12,2.34,0.12,0.11,,0.7,0.51,8.33,18.61,15.52,38.18,,,,,,,95238.1,7.5,,,,,,,,,,,,,,,,,,,,,0.4,,,,,0.24,0.08,,,,-54.55,-138.32,-1645,1645,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC ,"VLASTELIC, 1998; VLASTELIC, 2005",MS-ID; TIMS,ATAPACA-015-001,WR,-1.645
ATAPACA-015-001,WR,49.13,1.03,19.92,6.99,,0.13,6.68,13.12,2.34,0.12,0.11,,0.7,0.51,8.33,18.61,15.52,38.18,,,,,,,95238.1,7.5,,,,,,,,,,,,,,,,,,,,,0.4,,,,,0.24,0.08,,,,-54.55,-138.32,-1645,1645,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC ,"VLASTELIC, 1998; VLASTELIC, 2005",XRF; TIMS-ID,,,-1.645
REVDR04-023-F,GL,49.13,1.31,14.47,10.63,,0.19,7.61,12.78,2.96,0.06,0.09,,,,,,,,,,,,,,88731.14,8.05,1.96,6.66,1.29,7.34,2.89,1.1,3.98,0.76,4.97,1.1,3.15,0.47,2.89,0.43,7.23,210,,1.89,1.33,55.8,0.26,0.61,52.6,97.4,0.09,0.09,0.02,30.6,68.6,,0.49,-89.83,-2257,2257,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DRIFT04 ,"HARPP, 2003",EMP; ICPMS,REVDR04-023-F,GL,-2.257
MET07/3-23292-001,WR,49.13,0.76,20.59,7.26,,0.12,6.04,13.62,2.12,0.09,0.07,,0.7,0.51,7.22,18.08,15.43,37.76,,,,,,,,,1.89,5.5,0.9,4.86,1.69,0.66,2.14,0.4,2.71,0.57,1.71,0.5,1.64,0.24,28.7,231,0.03,1.09,1.76,82.9,0.27,2.2,26,104,,0.11,0.04,17.3,34.4,,72.4,1.75,-3080,3080,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 7/3 ,"HAASE, 1996",XRF; ICPMS,MET07/3-23292-001,WR,-3.08
CHR0077-006-203,WR,49.13,1.05,16.02,9.23,,0.16,9.47,12.14,1.98,0.43,0.16,0.09,0.7,0.51,5.38,,,,,,,,,,,,,,,9.18,2.5,,,,,,,,,,,,,,,,,7.1,,198,,,,,,,14.12,-45,-2954,2954,SPREADING_CENTER, ,CH77 (VEMA)-1,"BOUGAULT, 1988; DOSSO, 1991",XRF; MS; MS-ID,CHR0077-006-203,WR,-2.954
TULCUR2-027-005,GL,49.16,2.34,15.65,10.8,,0.21,6.82,10.6,2.94,0.51,0.31,,0.7,0.51,9.6,18.73,15.54,38.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19,-129.12,-2690,2690,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CUROSS2 ,"COUSENS, 1995",EMP; MS,TULCUR2-027-005,GL,-2.69
CHR0098-003-010,WR,49.17,0.84,16.85,8.97,,0.15,8.77,13.76,1.78,0.17,0.11,,,0.51,7.98,18.82,15.54,38.44,0.28,19.13,,,,,,,3.55,8.24,1.17,5.64,1.86,0.65,2.66,0.47,3.28,0.71,2.17,0.31,2.06,0.31,26,,,,,,0.29,3.1,,85.7,,,,18.3,52.4,,33.73,-37.67,-3340,3340,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH98 (MAPCO) ,"DEBAILLE, 2006",MC-ICP-MS; ICPMS; ICPAES,CHR0098-003-010,WR,-3.34
HLY0102-057-046,GL,49.18,,,,,,8.12,,,0.26,,,0.7,0.51,10.01,18.07,15.44,37.66,,,,,,,,,5.43,,,12.7,,,,,,,,,,,23.7,,,,,,,2.13,,206,,0.27,0.12,,,,86.56,67.54,-2787,2787,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",HEALY 0102 ,"GOLDSTEIN, 2008",TIMS; EMP; ICPMS,HLY0102-057-046,GL,-2.787
WASPASC-3-004-A,GL,49.2,1.73,15.8,10.3,,0.19,8.23,11.4,2.49,0.11,0.16,,0.7,0.51,8.84,18.91,15.56,38.28,,,,,,,,,,,,11.6,3.95,,,,,,,,,,,,,,,,,0.99,,117,,,,,,,-33.97,-109.23,-3400,3400,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PASC03WT ,"WHITE, 1987; MACDOUGALL, 1985; MACDOUGALL, 1986",MS; EMP; MS-ID,WASPASC-3-004-A,GL,-3.4
DAR0080-157-003,WR,49.2,1.07,14.63,12.03,,0.18,9.08,12.05,1.89,0.09,0.1,-0.59,0.7,0.51,9.09,18.6,,,,,,,,,,,2.6,6.95,1.06,5.88,2.02,0.77,3.03,0.59,4.07,0.91,2.68,0.38,2.59,0.38,19.48,,0.02,1.57,3.4,,0.26,1.59,,80.22,0.22,0.19,0.07,24.37,52.26,,61.84,-26.65,-775,775,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"HILTON, 2000; MURTON, 2002",MS; XRF; ICPMS; ICPMS-ID; IGN,DAR0080-157-003,WR,-0.775
RESMM81-006-004,WR,49.2,1.25,16.09,9.85,,0.15,8.61,11.88,2.29,0.11,0.11,-0.46,0.7,0.51,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,,,,,,,0.39,,129.7,,,,,,,18.94,-46.05,-3385,3385,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",MM81 ,"DOSSO, 1993",NN; IGN; MS; MS-ID,RESMM81-006-004,WR,-3.385
CHR0078-008-023,WR,49.23,1.19,19.58,7.37,,0.12,7.3,12.63,2.53,0.21,0.13,,0.7,0.51,9.05,,,,,,,,,,,,,,,8.36,2.78,,,,,,,,,,,,,,,,,2.29,,161.9,,,,,,,10.62,-40.83,-4339,4339,FRACTURE_ZONE, ,CH78-2,"BOUGAULT, 1988; DOSSO, 1991",XRF; MS; MS-ID,CHR0078-008-023,WR,-4.339
TULCUR2-016-004,GL,49.25,2.35,15.68,10.72,,0.18,6.94,10.48,3.08,0.51,0.29,,0.7,0.51,9.6,18.76,15.52,38.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.17,-129.12,-2700,2700,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CUROSS2 ,"COUSENS, 1995",EMP; MS,TULCUR2-016-004,GL,-2.7
DAR0080-182-003,WR,49.27,1.52,13.74,13.95,,0.21,7.55,11.31,2.07,0.15,0.17,-0.83,0.7,0.51,8.64,,,,,,,,,,,,5.14,12.9,1.85,9.59,2.97,1.05,4.15,0.77,5.3,1.17,3.41,0.47,3.29,0.48,35.99,,0.04,2.3,7.79,,0.38,2.85,,93.6,0.47,0.37,0.13,32.4,87.6,,62.8,-25.11,-300,300,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"MURTON, 2002",XRF; ICPMS; ICPMS-ID; IGN,DAR0080-182-003,WR,-0.3
EWI9309-009-003,GL,49.27,0.99,15.22,11.26,,0.15,8.67,11.86,2.58,0.16,0.08,,0.7,0.51,4.58,17.9,15.57,38.2,0.28,7.04,,,,,,,3.42,8.13,,6.74,2.19,0.85,3.09,,3.75,,2.55,,2.66,,35,,,,2.86,84,,2.29,45,112,,0.25,,24,54,,-49.15,-9.91,-3892,3892,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; ANDRES, 2002; LE ROUX, 2001; AGRANIER, 2005",MS; EMP; MC-ICP-MS; LA-ICPMS,EWI9309-009-003,GL,-3.892
DAR0080-046-005,WR,49.28,1.03,14.69,11.57,,0.18,9.19,11.75,2,0.06,0.09,-0.8,0.7,0.51,10.28,,,,,,,,,,,,1.58,5.04,0.88,5.35,2.09,0.79,3.22,0.65,4.63,1.05,3.14,0.44,3.07,0.45,9.38,,0.01,1.63,1.37,,0.22,0.81,,68.67,0.11,0.08,0.03,28.97,56.97,,58.21,-32.02,-1825,1825,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"MURTON, 2002",XRF; ICPMS; ICPMS-ID; IGN,DAR0080-046-005,WR,-1.825
MELPROT-5-025-211,WR,49.28,1.59,15.52,10.28379196,,0.15,7.59,11.18,2.55,0.5,0.26,1.26,0.7,0.51,8.27,18.27,15.48,37.98,0.28,13.79,,,,,,,10.3,23.3,3.13,12.76,3.75,1.39,4.9,0.87,5.7,1.19,3.38,0.51,3.17,0.48,84.9,,0.13,2.96,14.5,,0.71,8.61,,193.2,,1.15,0.32,33.2,,,-44.82,35.85,-1840,1840,SPREADING_CENTER, ,PROTEA-5,"MAHONEY, 1992; LE ROEX, 1989; JANNEY, 2005",,MELPROT-5-025-211,WR,-1.84
MELPROT-5-017-022,WR,49.28,1.16,16.11,9.109816431,,0.21,8.15,11.08,2.36,0.09,0.1,2.06,0.7,0.51,8.23,18.12,15.5,37.87,,,,,,,,,2.25,7.38,1.3,7.27,2.65,1.04,3.61,0.64,4.25,0.89,2.55,0.39,2.36,0.36,7.3,,0.03,1.46,1.46,,0.19,0.52,,119.4,,0.07,0.02,24.1,,,-46.38,33.51,-2050,2050,SPREADING_CENTER, ,PROTEA-5,"MAHONEY, 1992; LE ROEX, 1989; JANNEY, 2005",,MELPROT-5-017-022,WR,-2.05
EWI0004-062-005,GL,49.29,1.31,15.4,10.78,,0.17,7.96,11.76,2.4,0.09,0.1,,,,,,,,,,,,,,120656.37,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,-94.66,-2691,2691,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW0004 ,"CUSHMAN, 2004; GRAHAM, 2007",EMP; MS,EWI0004-062-005,GL,-2.691
MOA8801-004-002,GL,49.29,1.35,16.28,9.4,,0.16,8.22,11.5,3.32,0.05,0.13,,0.7,0.51,8.86,18.61,15.46,38.07,0.28,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.76,127.36,-3600,3600,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",MW8801 ,"PYLE, 1992; PYLE, 1994; HANAN, 2004",,MOA8801-004-002,GL,-3.6
DAR0080-143-003,WR,49.3,1.31,14.08,13.23,,0.2,7.91,11.69,1.96,0.12,0.13,-0.82,0.7,0.51,8.88,,,,,,,,,,,,3.5,9.24,1.39,7.63,2.56,0.92,3.67,0.71,4.96,1.1,3.24,0.45,3.09,0.45,24.73,,0.02,1.96,5.02,,0.81,1.94,,81.25,0.3,0.25,0.11,29.77,69.78,,61.26,-27.6,-550,550,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"MURTON, 2002",XRF; ICPMS; ICPMS-ID; IGN,DAR0080-143-003,WR,-0.55
EWI9309-045-001,GL,49.3,0.92,16.77,8.8,,0.16,9.47,12.32,2.35,0.04,0.08,,0.7,0.51,6.85,18.33,15.55,38.26,,,,,,,,,1.99,6.11,,5.96,2.18,0.81,2.88,,3.83,,2.3,,2.42,,6.06,,,,1.06,156,,0.47,39,96,,0.11,,24,55,,-40.59,-16.77,-3203,3203,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; LE ROUX, 2002; LE ROUX, 2001",MS; EMP; LA-ICPMS,EWI9309-045-001,GL,-3.203
END0113-028-001,GL,49.31,1.32,16.43,9.01,,0.16,8.55,12.31,3.02,,0.02,,,0.51,8.52,18.74,15.54,38.15,0.28,12.55,,,,,,,1.34,6.1,,7.11,2.61,,,,,,,,,0.41,,,,1.89,,,0.24,0.13,,105.6,,0.02,0.01,,,,-24.64,-116.42,-2740,2740,SPREADING_CENTER, ,EN113 ,"HANAN, 1989; SCHILLING, 1985; KINGSLEY, 2007; KINGSLEY, 2002",MS; EMP; MC-ICP-MS; HR-ICP-MS; MS-ID; ICPMS,END0113-028-001,GL,-2.74
EWI0004-062-001,GL,49.32,1.28,15.35,10.75,,0.18,7.94,11.65,2.4,0.08,0.11,,,,,,,,,,,,,,118455.34,6.03,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,2.58,-94.66,-2691,2691,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW0004 ,"CUSHMAN, 2004; GRAHAM, 2007",EMP; MS,EWI0004-062-001,GL,-2.691
POLANT4-4-004-068,WR,49.32,1.42,16.45,7.2,,0.12,7.77,8.95,3.55,0.15,0.17,3.49,,,,18.74,15.56,38.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.1,14.12,-3600,3600,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ANT IV-4,"LE ROEX, 1992",,POLANT4-4-004-068,WR,-3.6
DAR0080-112-001,WR,49.33,1.08,14.45,12.86,,0.2,8.32,11.74,2.01,0.06,0.09,-0.89,0.7,0.51,10.07,,,,,,,,,,,,1.43,4.69,0.84,5.21,2.08,0.81,3.35,0.66,4.72,1.06,3.15,0.45,3.07,0.45,7.38,,0.01,1.63,1.25,,,0.76,,68.92,0.09,0.08,0.03,28.93,53.02,,60,-29.49,-875,875,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD80 ,"MURTON, 2002",XRF; ICPMS; ICPMS-ID; IGN,DAR0080-112-001,WR,-0.875
NAUGARR-013-001,WR,49.34,0.96,16.67,8.547843967,,0.14,8.69,12.66,2.29,0.04,0.08,-0.45,0.7,0.51,12.82,17.7,15.35,36.98,,,,,,,,,1.24,4.63,0.96,5.39,2.15,0.87,3.09,0.57,3.96,0.83,2.42,0.37,2.31,0.34,1.92,394,,1.47,0.77,129,0.25,0.29,33.3,63.1,0.07,0.04,0.05,22.6,46.3,,-13.44,-111.59,,,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",NAUTILE-GARRETT ,"HEKINIAN, 1995; WENDT, 1999",XRF; MS; ICPMS,NAUGARR-013-001,WR,
CHR0098-009,WR,49.34,1.38,15.21,11.02,,0.18,9.18,11.42,2.49,0.09,0.11,,,0.51,9.17,18.37,15.48,37.86,0.28,14.61,,,,,,,2.92,8.8,1.51,8.22,2.91,1.09,4.3,0.74,5.03,1.06,3.14,0.45,2.94,0.43,17.3,,,,,,0.13,1.24,,107,,,,27.2,82.5,,31.47,-40.95,-2680,2680,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH98 (MAPCO) ,"DEBAILLE, 2006",MC-ICP-MS; ICPMS; ICPAES,CHR0098-009,WR,-2.68
